"Station","Date","Time","Interval","Air max","Air max time","Air min","Air min time","Air avg","RH avg","Precip","Chill hrs","Hrs 32F","Hrs 85F","Hrs 95F"
20151209,2400,1440,59,13:47,42,22:54,50,90,0.00,5.1,0.0,0.0,0.00,
20151210,2400,1440,56,13:02,40,05:53,48,98,.18,9.2,0.0,0.0,0.00,
20151211,2400,1440,56,13:55,39,21:41,48,88,.09,4.8,0.0,0.0,0.00,
20151212,2400,1440,56,16:20,32,07:32,44,85,0.00,14.9,.1,0.0,0.00,
20151213,2400,1440,54,11:55,36,07:15,44,88,.13,13.9,0.0,0.0,0.00,
20151214,2400,1440,51,15:56,32,23:34,41,83,0.00,17.8,.6,0.0,0.00,
20151215,2400,1440,52,14:26,28,06:06,38,83,0.00,18.2,8.0,0.0,0.00,
20151216,2400,1440,55,14:51,29,03:34,39,81,0.00,17.5,8.8,0.0,0.00,
20151217,2400,1440,56,15:20,29,07:14,40,80,0.00,16.8,7.8,0.0,0.00,
20151218,2400,1440,61,14:50,29,05:51,42,75,0.00,16.0,6.6,0.0,0.00,
20151219,2400,1440,47,16:32,34,03:46,42,94,.39,18.9,0.0,0.0,0.00,
20151220,2400,1440, , , , , , , , , , , ,
20151221,2400,1440,57,15:00,43,02:08,49,80,.14,8.6,0.0,0.0,0.00,
20151222,2400,1440,63,16:20,52,00:25,56,90,.47,0.0,0.0,0.0,0.00,
20151223,2400,1440,55,15:36,38,24:00,49,75,0.00,5.4,0.0,0.0,0.00,
20151224,2400,1440,51,13:16,31,06:03,41,88,.13,17.2,1.3,0.0,0.00,
20151225,2400,1440,50,14:30,29,06:32,39,86,.01,18.9,4.6,0.0,0.00,
20151226,2400,1440,47,16:05,28,08:02,35,92,0.00,23.8,9.1,0.0,0.00,
20151227,2400,1440,50,16:19,28,04:38,36,91,.01,19.3,10.0,0.0,0.00,
20151228,2400,1440,44,14:05,33,06:57,37,93,0.00,24.0,0.0,0.0,0.00,
20151229,2400,1440,51,14:15,31,05:15,39,85,0.00,18.5,4.7,0.0,0.00,
20151230,2400,1440,54,16:12,29,04:55,39,81,0.00,17.2,7.4,0.0,0.00,
20151231,2400,1440,52,15:11,28,07:38,39,85,0.00,17.3,7.5,0.0,0.00,
20160101,2400,1440,55,15:34,28,02:48,39,83,0.00,18.0,9.9,0.0,0.00,
20160102,2400,1440,53,15:21,38,07:43,44,78,0.00,15.6,0.0,0.0,0.00,
20160103,2400,1440,60,12:24,38,08:10,47,75,0.00,13.4,0.0,0.0,0.00,
20160104,2400,1440,55,15:40,34,04:21,45,83,0.00,11.0,0.0,0.0,0.00,
20160105,2400,1440,56,13:05,44,23:30,50,90,.58,2.2,0.0,0.0,0.00,
20160106,2400,1440,55,12:40,44,00:54,48,90,.48,5.5,0.0,0.0,0.00,
20160107,2400,1440,54,15:27,39,23:33,47,87,.08,10.6,0.0,0.0,0.00,
20160108,2400,1440,47,16:03,36,01:24,41,97,0.00,21.4,0.0,0.0,0.00,
20160109,2400,1440,57,12:46,40,01:34,47,87,.07,8.9,0.0,0.0,0.00,
20160110,2400,1440,59,16:19,40,23:27,49,89,.03,4.0,0.0,0.0,0.00,
20160111,2400,1440,59,13:26,38,06:56,47,88,0.00,13.2,0.0,0.0,0.00,
20160112,2400,1440,56,15:57,37,04:45,43,96,0.00,18.5,0.0,0.0,0.00,
20160113,2400,1440, , , , , , , , , , , ,
20160114,2400,1440,51,15:32,36,07:19,45,95,0.00,12.6,0.0,0.0,0.00,
20160115,2400,1440,61,14:20,44,22:52,52,81,.01,2.5,0.0,0.0,0.00,
20160116,2400,1440,64,15:42,45,00:01,52,82,.02,1.2,0.0,0.0,0.00,
20160117,2400,1440,62,15:02,40,03:43,51,85,0.00,8.0,0.0,0.0,0.00,
20160118,2400,1440,62,15:03,48,23:05,54,89,.33,0.0,0.0,0.0,0.00,
20160119,2400,1440,59,15:42,47,00:46,52,95,.89,0.0,0.0,0.0,0.00,
20160120,2400,1440,62,15:48,42,05:13,52,92,0.00,2.8,0.0,0.0,0.00,
20160121,2400,1440,57,15:00,45,00:59,50,98,.01,1.9,0.0,0.0,0.00,
20160122,2400,1440,60,17:42,48,04:18,53,83,.12,0.0,0.0,0.0,0.00,
20160123,2400,1440,60,15:11,46,23:24,54,83,.28,0.0,0.0,0.0,0.00,
20160124,2400,1440,57,15:42,40,07:05,48,86,0.00,11.7,0.0,0.0,0.00,
20160125,2400,1440,56,16:31,39,03:52,47,88,0.00,10.3,0.0,0.0,0.00,
20160126,2400,1440,64,14:53,39,07:30,50,79,0.00,9.0,0.0,0.0,0.00,
20160127,2400,1440,58,16:26,41,06:35,49,86,0.00,11.1,0.0,0.0,0.00,
20160128,2400,1440,58,14:33,37,08:02,47,94,0.00,10.7,0.0,0.0,0.00,
20160129,2400,1440,62,16:53,43,06:45,52,84,0.00,6.4,0.0,0.0,0.00,
20160130,2400,1440,56,13:05,49,22:10,52,85,.03,0.0,0.0,0.0,0.00,
20160131,2400,1440,50,00:05,43,21:23,47,86,.63,6.3,0.0,0.0,0.00,
20160201,2400,1440,53,15:14,37,22:37,44,67,0.00,15.5,0.0,0.0,0.00,
20160202,2400,1440,51,14:38,32,04:39,41,81,0.00,17.0,0.0,0.0,0.00,
20160203,2400,1440,56,14:44,31,06:22,43,79,0.00,13.2,2.8,0.0,0.00,
20160204,2400,1440,58,15:50,33,07:02,44,82,0.00,13.8,0.0,0.0,0.00,
20160205,2400,1440,65,16:27,34,07:07,47,79,0.00,12.5,0.0,0.0,0.00,
20160206,2400,1440,62,15:53,34,05:38,47,84,0.00,11.7,0.0,0.0,0.00,
20160207,2400,1440,69,16:55,38,05:30,50,83,0.00,10.7,0.0,0.0,0.00,
20160208,2400,1440,74,15:00,39,06:32,53,80,0.00,8.8,0.0,3.1,0.00,
20160209,2400,1440,77,15:58,40,07:03,56,76,0.00,8.1,0.0,4.9,0.00,
20160210,2400,1440,72,14:30,40,06:08,55,81,0.00,5.4,0.0,3.3,0.00,
20160211,2400,1440,73,14:16,41,06:14,56,80,0.00,5.8,0.0,4.2,0.00,
20160212,2400,1440,70,14:46,41,07:27,54,84,0.00,4.8,0.0,0.0,0.00,
20160213,2400,1440,68,16:33,43,06:49,52,91,0.00,6.3,0.0,0.0,0.00,
20160214,2400,1440,66,16:12,40,07:04,52,88,0.00,6.6,0.0,0.0,0.00,
20160215,2400,1440,72,15:00,42,06:54,57,80,0.00,3.6,0.0,2.6,0.00,
20160216,2400,1440,77,15:23,42,06:00,59,78,0.00,3.7,0.0,5.4,0.00,
20160217,2400,1440,68,15:46,53,00:49,59,75,0.00,0.0,0.0,0.0,0.00,
20160218,2400,1440,66,15:59,42,23:44,55,70,0.00,1.3,0.0,0.0,0.00,
20160219,2400,1440,67,14:16,38,06:50,52,69,0.00,8.3,0.0,0.0,0.00,
20160220,2400,1440,63,16:54,42,03:19,51,84,0.00,4.6,0.0,0.0,0.00,
20160221,2400,1440,66,16:17,40,02:20,51,83,0.00,8.6,0.0,0.0,0.00,
20160222,2400,1440,67,15:38,40,05:27,53,78,0.00,6.7,0.0,0.0,0.00,
20160223,2400,1440,72,16:43,42,07:09,56,73,0.00,5.3,0.0,1.9,0.00,
20160224,2400,1440,77,15:14,40,06:33,57,70,0.00,5.9,0.0,5.7,0.00,
20160225,2400,1440,75,15:24,40,05:03,56,75,0.00,6.1,0.0,5.3,0.00,
20160226,2400,1440,78,15:24,43,06:49,60,66,0.00,2.1,0.0,6.5,0.00,
20160227,2400,1440,71,15:52,49,06:06,58,79,0.00,0.0,0.0,1.6,0.00,
20160228,2400,1440,69,16:05,40,07:00,55,80,0.00,5.7,0.0,0.0,0.00,
20160229,2400,1440,74,15:27,41,05:58,57,73,0.00,5.0,0.0,4.4,0.00,
20160301,2400,1440,80,15:56,48,03:12,61,70,0.00,0.0,0.0,7.2,0.00,
20160302,2400,1440,77,15:45,43,06:54,60,70,0.00,3.0,0.0,6.2,0.00,
20160303,2400,1440,71,16:22,48,06:09,60,74,0.00,0.0,0.0,2.7,0.00,
20160304,2400,1440,71,12:38,50,07:06,61,77,.30,0.0,0.0,2.4,0.00,
20160305,2400,1440,65,13:10,57,23:59,60,92,.41,0.0,0.0,0.0,0.00,
20160306,2400,1440,67,16:49,52,07:18,57,73,.27,0.0,0.0,0.0,0.00,
20160307,2400,1440,52,15:19,44,06:24,49,85,.79,1.2,0.0,0.0,0.00,
20160308,2400,1440,63,16:39,46,06:55,52,81,0.00,0.0,0.0,0.0,0.00,
20160309,2400,1440,68,15:39,44,06:15,56,79,0.00,2.9,0.0,0.0,0.00,
20160310,2400,1440,76,16:31,49,05:03,62,76,0.00,0.0,0.0,6.2,0.00,
20160311,2400,1440,63,08:28,45,16:54,53,85,.68,0.0,0.0,0.0,0.00,
20160312,2400,1440,61,16:16,44,06:32,52,81,.01,1.0,0.0,0.0,0.00,
20160313,2400,1440,59,12:31,49,03:50,54,88,.14,0.0,0.0,0.0,0.00,
20160314,2400,1440,64,14:29,46,23:44,56,79,0.00,0.0,0.0,0.0,0.00,
20160315,2400,1440,65,15:40,41,05:47,53,79,0.00,6.7,0.0,0.0,0.00,
20160316,2400,1440,72,16:14,42,06:30,56,73,0.00,4.6,0.0,1.6,0.00,
20160317,2400,1440,76,16:15,44,06:26,60,77,0.00,1.2,0.0,6.1,0.00,
20160318,2400,1440,78,15:51,48,06:14,62,75,0.00,0.0,0.0,7.3,0.00,
20160319,2400,1440,80,15:17,50,05:41,63,75,0.00,0.0,0.0,6.9,0.00,
20160320,2400,1440,80,17:12,50,06:36,64,70,0.00,0.0,0.0,7.4,0.00,
20160321,2400,1440,68,16:01,53,04:55,59,76,.03,0.0,0.0,0.0,0.00,
20160322,2400,1440, , , , , , , , , , , ,
20160323,2400,1440,69,17:00,40,06:27,54,70,0.00,4.2,0.0,0.0,0.00,
20160324,2400,1440,72,15:59,42,06:21,57,68,0.00,4.4,0.0,3.9,0.00,
20160325,2400,1440,73,16:05,44,06:18,59,73,0.00,.9,0.0,4.9,0.00,
20160326,2400,1440,75,15:27,46,06:10,60,65,0.00,0.0,0.0,4.9,0.00,
20160327,2400,1440,78,15:43,47,05:01,62,60,0.00,0.0,0.0,7.3,0.00,
20160328,2400,1440,62,14:29,45,24:00,55,46,0.00,.5,0.0,0.0,0.00,
20160329,2400,1440,65,15:50,39,06:13,52,58,0.00,7.5,0.0,0.0,0.00,
20160330,2400,1440,69,14:17,37,05:40,55,58,0.00,6.0,0.0,0.0,0.00,
20160331,2400,1440,73,15:09,44,06:14,60,57,0.00,.9,0.0,5.3,0.00,
20160401,2400,1440,80,17:12,45,06:28,62,59,0.00,.2,0.0,7.4,0.00,
20160402,2400,1440,84,16:29,47,05:30,65,63,0.00,0.0,0.0,9.2,0.00,
20160403,2400,1440,83,16:38,51,06:09,67,60,0.00,0.0,0.0,10.5,0.00,
20160404,2400,1440,81,15:29,52,06:27,65,53,0.00,0.0,0.0,8.5,0.00,
20160405,2400,1440,81,15:34,47,06:00,64,61,0.00,0.0,0.0,8.3,0.00,
20160406,2400,1440,88,16:14,50,06:12,68,59,0.00,0.0,0.0,3.9,0.00,
20160407,2400,1440,81,14:19,58,04:50,69,57,0.00,0.0,0.0,10.2,0.00,
20160408,2400,1440,71,14:38,58,06:09,63,74,.18,0.0,0.0,2.9,0.00,
20160409,2400,1440,67,16:31,56,21:35,61,84,.22,0.0,0.0,0.0,0.00,
20160410,2400,1440,71,13:32,56,05:25,61,78,.01,0.0,0.0,2.1,0.00,
20160411,2400,1440,77,14:42,52,04:03,63,74,0.00,0.0,0.0,5.7,0.00,
20160412,2400,1440,75,16:21,52,05:50,63,73,0.00,0.0,0.0,6.1,0.00,
20160413,2400,1440,74,15:32,51,06:07,61,60,0.00,0.0,0.0,5.3,0.00,
20160414,2400,1440,70,14:37,48,05:53,59,58,0.00,0.0,0.0,.0,0.00,
20160415,2400,1440,72,16:29,45,05:52,58,53,0.00,.2,0.0,4.0,0.00,
20160416,2400,1440,80,15:27,44,05:15,62,57,0.00,2.2,0.0,8.1,0.00,
20160417,2400,1440,89,16:05,47,04:44,68,53,0.00,0.0,0.0,3.9,0.00,
20160418,2400,1440,91,15:52,50,05:15,71,49,0.00,0.0,0.0,3.2,0.00,
20160419,2400,1440,90,13:57,52,05:52,71,47,0.00,0.0,0.0,3.9,0.00,
20160420,2400,1440,86,15:23,49,05:44,68,44,0.00,0.0,0.0,4.4,0.00,
20160421,2400,1440,84,14:35,51,05:18,67,56,0.00,0.0,0.0,10.3,0.00,
20160422,2400,1440,76,12:41,51,22:00,60,70,.12,0.0,0.0,3.6,0.00,
20160423,2400,1440,70,15:45,48,05:35,59,66,0.00,0.0,0.0,2.4,0.00,
20160424,2400,1440,73,15:38,50,03:45,61,62,0.00,0.0,0.0,5.2,0.00,
20160425,2400,1440,67,16:48,46,05:30,56,50,0.00,0.0,0.0,0.0,0.00,
20160426,2400,1440,73,16:48,41,05:20,58,55,0.00,5.1,0.0,5.1,0.00,
20160427,2400,1440,72,13:29,50,22:46,58,58,.03,0.0,0.0,2.3,0.00,
20160428,2400,1440,71,16:55,46,04:50,57,72,0.00,0.0,0.0,.1,0.00,
20160429,2400,1440,80,15:54,49,03:00,65,56,0.00,0.0,0.0,9.2,0.00,
20160430,2400,1440,79,17:18,54,05:47,64,53,0.00,0.0,0.0,7.2,0.00,
20160501,2400,1440,87,16:02,51,05:08,69,48,0.00,0.0,0.0,5.5,0.00,
20160502,2400,1440,89,16:13,53,05:13,71,47,0.00,0.0,0.0,4.3,0.00,
20160503,2400,1440,88,15:56,54,05:44,71,54,0.00,0.0,0.0,5.4,0.00,
20160504,2400,1440,81,11:58,58,05:36,69,58,0.00,0.0,0.0,11.6,0.00,
20160505,2400,1440,72,16:30,55,22:53,63,64,.33,0.0,0.0,2.0,0.00,
20160506,2400,1440,71,15:17,54,23:35,60,84,.01,0.0,0.0,1.2,0.00,
20160507,2400,1440,72,14:57,54,01:03,62,74,0.00,0.0,0.0,5.7,0.00,
20160508,2400,1440,78,16:22,53,05:55,64,71,0.00,0.0,0.0,8.2,0.00,
20160509,2400,1440,83,16:49,60,07:13,70,61,0.00,0.0,0.0,6.3,0.00,
20160510,2400,1440,85,15:56,56,05:23,70,59,0.00,0.0,0.0,3.8,0.00,
20160511,2400,1440,90,15:21,55,05:10,74,53,0.00,0.0,0.0,4.0,0.00,
20160512,2400,1440,97,17:14,58,04:58,77,51,0.00,0.0,0.0,4.6,2.66,
20160513,2400,1440,92,15:38,58,05:34,74,54,0.00,0.0,0.0,4.6,0.00,
20160514,2400,1440,81,15:15,54,05:41,68,54,0.00,0.0,0.0,10.3,0.00,
20160515,2400,1440,82,17:09,54,05:34,68,55,0.00,0.0,0.0,11.0,0.00,
20160516,2400,1440,85,16:06,55,04:57,69,52,0.00,0.0,0.0,4.8,0.00,
20160517,2400,1440,89,16:28,54,04:46,72,53,0.00,0.0,0.0,4.3,0.00,
20160518,2400,1440,94,15:01,57,05:12,76,47,0.00,0.0,0.0,2.8,1.52,
20160519,2400,1440,89,14:34,58,04:52,73,43,0.00,0.0,0.0,3.7,0.00,
20160520,2400,1440,73,15:33,53,03:55,62,43,0.00,0.0,0.0,6.1,0.00,
20160521,2400,1440,73,15:48,43,05:26,60,53,0.00,1.8,0.0,5.2,0.00,
20160522,2400,1440,76,16:32,48,04:00,62,54,0.00,0.0,0.0,8.4,0.00,
20160523,2400,1440,77,15:38,51,04:22,64,53,0.00,0.0,0.0,8.4,0.00,
20160524,2400,1440,78,16:09,54,05:45,66,54,0.00,0.0,0.0,9.6,0.00,
20160525,2400,1440,80,16:37,54,05:15,65,59,0.00,0.0,0.0,8.4,0.00,
20160526,2400,1440,83,16:32,53,04:42,68,55,0.00,0.0,0.0,10.0,0.00,
20160527,2400,1440,88,14:27,54,05:04,72,51,0.00,0.0,0.0,4.0,0.00,
20160528,2400,1440,92,15:13,55,04:50,74,47,0.00,0.0,0.0,4.2,0.00,
20160529,2400,1440,93,16:30,58,05:15,76,42,0.00,0.0,0.0,3.4,0.00,
20160530,2400,1440,94,15:40,57,04:35,76,46,0.00,0.0,0.0,3.8,.86,
20160531,2400,1440,97,15:13,58,05:09,80,46,0.00,0.0,0.0,4.6,5.11,
20160601,2400,1440,102,15:29,60,05:06,83,41,0.00,0.0,0.0,4.6,7.14,
20160602,2400,1440,100,15:53,61,05:19,80,41,0.00,0.0,0.0,4.6,6.09,
20160603,2400,1440,102,16:23,58,05:17,80,48,0.00,0.0,0.0,3.3,6.88,
20160604,2400,1440,106,16:00,61,05:07,83,44,0.00,0.0,0.0,4.2,7.14,
20160605,2400,1440,99,15:44,62,04:39,81,42,0.00,0.0,0.0,5.8,5.81,
20160606,2400,1440,100,16:11,60,05:00,81,38,0.00,0.0,0.0,5.8,5.60,
20160607,2400,1440,98,15:58,65,05:14,82,45,0.00,0.0,0.0,6.0,5.41,
20160608,2400,1440,94,15:27,62,05:17,77,45,0.00,0.0,0.0,5.4,1.51,
20160609,2400,1440,89,14:37,56,05:28,74,43,0.00,0.0,0.0,4.1,0.00,
20160610,2400,1440,86,14:03,61,04:21,73,45,0.00,0.0,0.0,5.5,0.00,
20160611,2400,1440,84,15:23,57,04:09,70,48,0.00,0.0,0.0,11.1,0.00,
20160612,2400,1440,86,16:06,61,05:42,73,51,0.00,0.0,0.0,7.4,0.00,
20160613,2400,1440,90,16:27,59,03:22,74,48,0.00,0.0,0.0,4.5,0.00,
20160614,2400,1440,84,16:25,56,05:16,70,38,0.00,0.0,0.0,11.1,0.00,
20160615,2400,1440,77,14:45,52,05:13,65,42,0.00,0.0,0.0,8.4,0.00,
20160616,2400,1440,82,16:41,50,04:56,66,49,0.00,0.0,0.0,9.4,0.00,
20160617,2400,1440,93,18:44,53,05:13,72,52,0.00,0.0,0.0,4.5,0.00,
20160618,2400,1440,86,16:36,59,05:08,72,50,0.00,0.0,0.0,5.4,0.00,
20160619,2400,1440,93,16:10,55,05:03,75,49,0.00,0.0,0.0,4.5,.01,
20160620,2400,1440,97,15:39,61,04:46,79,38,0.00,0.0,0.0,5.6,3.79,
20160621,2400,1440,100,15:52,61,04:52,81,38,0.00,0.0,0.0,4.1,6.37,
20160622,2400,1440,99,15:41,63,05:22,81,35,0.00,0.0,0.0,4.5,6.17,
20160623,2400,1440,97,16:39,61,04:59,79,29,0.00,0.0,0.0,4.6,3.91,
20160624,2400,1440,92,15:53,60,05:23,76,40,0.00,0.0,0.0,5.6,0.00,
20160625,2400,1440,96,16:38,56,05:11,77,48,0.00,0.0,0.0,4.3,4.89,
20160626,2400,1440,99,15:41,59,04:06,80,49,0.00,0.0,0.0,4.3,7.46,
20160627,2400,1440,101,16:36,62,05:07,83,47,0.00,0.0,0.0,5.1,7.26,
20160628,2400,1440,103,16:43,67,04:34,85,44,0.00,0.0,0.0,5.9,7.84,
20160629,2400,1440,103,15:32,66,04:30,85,38,0.00,0.0,0.0,7.8,8.12,
20160630,2400,1440,100,16:43,59,05:12,81,43,0.00,0.0,0.0,5.9,6.45,
20160701,2400,1440,103,16:18,60,05:12,83,45,0.00,0.0,0.0,3.7,7.66,
20160702,2400,1440,99,15:51,64,05:31,82,44,0.00,0.0,0.0,6.1,5.89,
20160703,2400,1440, , , , , , , , , , , ,
20160704,2400,1440, , , , , , , , , , , ,
20160705,2400,1440, , , , , , , , , , , ,
20160706,2400,1440, , , , , , , , , , , ,
20160707,2400,1440,93,16:47,58,05:28,77,42,0.00,0.0,0.0,4.4,.98,
20160708,2400,1440,93,15:28,60,05:16,77,43,0.00,0.0,0.0,4.3,.90,
20160709,2400,1440,93,16:06,63,05:16,78,47,0.00,0.0,0.0,4.6,0.00,
20160710,2400,1440,86,15:23,58,05:24,72,41,0.00,0.0,0.0,5.4,0.00,
20160711,2400,1440,91,16:14,54,05:04,73,49,0.00,0.0,0.0,5.4,0.00,
20160712,2400,1440,94,16:18,57,04:37,76,46,0.00,0.0,0.0,4.4,1.69,
20160713,2400,1440,96,16:29,59,03:41,78,47,0.00,0.0,0.0,4.0,4.31,
20160714,2400,1440,101,15:56,59,05:33,81,49,0.00,0.0,0.0,4.4,6.90,
20160715,2400,1440,101,15:59,61,05:20,82,44,0.00,0.0,0.0,4.5,6.76,
20160716,2400,1440,97,15:52,61,05:06,80,45,0.00,0.0,0.0,5.3,4.43,
20160717,2400,1440,96,15:48,59,05:08,79,42,0.00,0.0,0.0,4.8,4.08,
20160718,2400,1440,91,15:28,59,04:43,76,43,0.00,0.0,0.0,5.0,0.00,
20160719,2400,1440,93,16:56,59,05:41,76,48,0.00,0.0,0.0,4.6,0.00,
20160720,2400,1440,95,16:16,57,05:09,77,43,0.00,0.0,0.0,4.3,2.51,
20160721,2400,1440,96,15:33,60,05:25,79,43,0.00,0.0,0.0,4.2,4.07,
20160722,2400,1440,96,15:55,57,05:01,77,42,0.00,0.0,0.0,4.2,3.54,
20160723,2400,1440,97,16:32,58,05:49,78,50,0.00,0.0,0.0,3.9,5.05,
20160724,2400,1440,103,15:51,59,04:36,82,46,0.00,0.0,0.0,4.2,7.64,
20160725,2400,1440,104,16:26,62,05:04,83,42,0.00,0.0,0.0,6.0,7.49,
20160726,2400,1440,102,16:19,62,05:16,82,46,0.00,0.0,0.0,4.2,6.76,
20160727,2400,1440,105,15:56,66,05:26,85,46,0.00,0.0,0.0,4.9,7.71,
20160728,2400,1440,104,16:11,69,06:02,86,38,0.00,0.0,0.0,7.9,8.11,
20160729,2400,1440,104,16:10,65,05:35,86,45,0.00,0.0,0.0,5.4,8.24,
20160730,2400,1440,105,14:21,66,05:29,85,41,0.00,0.0,0.0,6.3,7.60,
20160731,2400,1440,101,15:01,64,05:33,83,42,0.00,0.0,0.0,4.7,6.81,
20160801,2400,1440,98,15:33,62,05:41,81,47,0.00,0.0,0.0,5.4,5.47,
20160802,2400,1440,98,16:08,62,05:46,80,50,0.00,0.0,0.0,5.6,4.83,
20160803,2400,1440,100,16:11,60,05:31,81,48,0.00,0.0,0.0,4.6,6.13,
20160804,2400,1440,97,15:43,60,05:49,79,44,0.00,0.0,0.0,4.6,4.11,
20160805,2400,1440,91,15:16,57,05:41,74,55,0.00,0.0,0.0,4.6,0.00,
20160806,2400,1440,96,16:30,55,05:27,76,52,0.00,0.0,0.0,4.8,2.30,
20160807,2400,1440,94,16:15,60,05:24,76,44,0.00,0.0,0.0,4.8,.81,
20160808,2400,1440,97,15:41,55,05:32,77,45,0.00,0.0,0.0,4.9,3.71,
20160809,2400,1440,93,15:50,58,05:22,76,45,0.00,0.0,0.0,5.0,.71,
20160810,2400,1440,95,17:14,57,05:32,76,51,0.00,0.0,0.0,4.0,2.52,
20160811,2400,1440,98,15:41,59,03:46,78,51,0.00,0.0,0.0,4.3,4.24,
20160812,2400,1440,100,15:12,61,05:18,80,47,0.00,0.0,0.0,4.4,5.49,
20160813,2400,1440,102,16:32,62,05:28,82,46,0.00,0.0,0.0,4.4,6.14,
20160814,2400,1440,105,17:11,61,05:45,84,43,0.00,0.0,0.0,4.4,7.12,
20160815,2400,1440,102,16:01,61,05:44,82,40,0.00,0.0,0.0,4.4,6.09,
20160816,2400,1440,100,16:41,59,05:33,79,47,0.00,0.0,0.0,4.6,5.60,
20160817,2400,1440,104,16:10,60,05:28,82,44,0.00,0.0,0.0,5.8,7.08,
20160818,2400,1440,100,15:26,61,05:55,81,44,0.00,0.0,0.0,4.5,5.91,
20160819,2400,1440,100,16:18,61,05:44,79,52,0.00,0.0,0.0,4.8,4.24,
20160820,2400,1440,99,15:52,60,05:56,79,48,0.00,0.0,0.0,5.1,4.96,
20160821,2400,1440,98,15:27,61,06:09,79,44,0.00,0.0,0.0,5.4,4.73,
20160822,2400,1440,97,15:52,61,05:31,79,41,0.00,0.0,0.0,5.7,2.74,
20160823,2400,1440,97,15:57,61,06:06,78,45,0.00,0.0,0.0,5.0,3.28,
20160824,2400,1440,96,14:43,59,05:32,77,46,0.00,0.0,0.0,5.0,3.14,
20160825,2400,1440,95,16:58,54,05:47,76,48,0.00,0.0,0.0,3.4,3.31,
20160826,2400,1440,91,15:42,57,06:00,73,53,0.00,0.0,0.0,3.5,0.00,
20160827,2400,1440,89,17:02,57,05:33,72,59,0.00,0.0,0.0,3.3,0.00,
20160828,2400,1440,93,15:54,58,06:04,74,59,0.00,0.0,0.0,3.7,0.00,
20160829,2400,1440,94,16:47,57,05:19,75,58,0.00,0.0,0.0,3.4,1.56,
20160830,2400,1440, , , , , , , , , , , ,
20160831,2400,1440,95,15:10,59,04:57,77,46,0.00,0.0,0.0,4.9,.60,
20160901,2400,1440,94,16:15,56,05:24,76,44,0.00,0.0,0.0,4.9,1.32,
20160902,2400,1440,95,16:17,56,05:29,76,45,0.00,0.0,0.0,4.9,2.71,
20160903,2400,1440,90,16:43,58,05:43,74,42,0.00,0.0,0.0,4.9,0.00,
20160904,2400,1440,82,14:24,47,06:03,67,51,0.00,0.0,0.0,9.7,0.00,
20160905,2400,1440,86,15:37,48,05:16,68,55,0.00,0.0,0.0,4.7,0.00,
20160906,2400,1440,92,15:42,51,06:03,71,51,0.00,0.0,0.0,3.0,0.00,
20160907,2400,1440,97,16:11,52,06:09,74,49,0.00,0.0,0.0,2.8,3.50,
20160908,2400,1440,95,16:06,55,05:06,76,49,0.00,0.0,0.0,4.2,2.34,
20160909,2400,1440,94,16:19,55,06:16,74,54,0.00,0.0,0.0,3.2,0.00,
20160910,2400,1440,98,15:26,58,06:03,78,51,0.00,0.0,0.0,5.1,3.29,
20160911,2400,1440,96,15:40,60,06:18,77,47,.08,0.0,0.0,5.3,2.89,
20160912,2400,1440,89,14:21,54,05:55,71,47,0.00,0.0,0.0,3.4,0.00,
20160913,2400,1440,76,17:13,45,06:12,61,57,0.00,.5,0.0,6.7,0.00,
20160914,2400,1440,81,16:21,46,05:40,64,56,0.00,.3,0.0,9.0,0.00,
20160915,2400,1440,87,16:18,48,06:23,67,57,0.00,0.0,0.0,3.3,0.00,
20160916,2400,1440,90,15:50,50,05:48,70,54,0.00,0.0,0.0,2.9,0.00,
20160917,2400,1440,94,16:07,51,06:22,73,53,0.00,0.0,0.0,2.7,1.96,
20160918,2400,1440,99,15:57,55,05:08,76,50,0.00,0.0,0.0,2.1,5.81,
20160919,2400,1440,104,16:23,53,05:43,79,45,0.00,0.0,0.0,5.5,6.46,
20160920,2400,1440,97,16:10,59,06:23,78,42,0.00,0.0,0.0,6.8,2.06,
20160921,2400,1440,89,15:48,58,05:32,73,35,0.00,0.0,0.0,3.5,0.00,
20160922,2400,1440,75,15:07,50,06:19,63,45,0.00,0.0,0.0,6.7,0.00,
20160923,2400,1440,80,15:57,45,06:00,64,52,0.00,.8,0.0,8.1,0.00,
20160924,2400,1440,85,16:11,46,06:22,65,53,0.00,.3,0.0,4.9,0.00,
20160925,2400,1440,99,17:26,50,05:19,72,51,0.00,0.0,0.0,3.0,.76,
20160926,2400,1440,99,15:22,53,05:48,75,50,0.00,0.0,0.0,2.1,4.42,
20160927,2400,1440,97,16:02,54,06:21,75,47,0.00,0.0,0.0,2.2,4.60,
20160928,2400,1440,98,14:34,55,05:32,77,44,0.00,0.0,0.0,4.4,3.94,
20160929,2400,1440,95,14:57,55,06:04,75,45,0.00,0.0,0.0,3.4,2.61,
20160930,2400,1440,90,14:58,52,06:14,71,43,0.00,0.0,0.0,3.1,0.00,
20161001,2400,1440,77,15:13,49,06:14,62,53,0.00,0.0,0.0,7.3,0.00,
20161002,2400,1440,75,15:24,47,05:18,61,56,0.00,.1,0.0,6.2,0.00,
20161003,2400,1440,72,13:43,48,23:41,59,57,0.00,0.0,0.0,4.0,0.00,
20161004,2400,1440,75,15:30,45,05:58,59,62,0.00,3.5,0.0,6.0,0.00,
